0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0
0,64,0,0,0,64,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,5
0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5
5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,5
5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,5
5,5,5,0,0,2,2,2,2,2,2,2,2,2,0,0,0,65,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,35,67,0,0,0,0,0,5,5
5,5,5,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,33,0,5,5,5
5,5,5,0,2,2,2,2,2,2,2,2,2,2,65,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,64,0,0,0,0,0,0,0,68,67,0,0,0,0,0,0,5,5,5
5,5,5,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,32,0,0,0,0,0,33,0,0,34,0,0,0,0,0,0,5,5,5,0
5,5,5,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,33,0,0,0,5,5,5,5,0
5,5,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,68,67,0,0,0,0,5,5,5,0,0,0
5,5,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,5,5,5,0,0,0
5,5,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,64,0,0,0,34,0,0,32,0,0,5,5,0,0,0,0
5,5,0,0,2,2,2,2,2,2,2,2,0,32,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,32,0,0,34,0,0,0,0,5,5,5,0,0,0,0
5,5,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,32,0,0,0,0,0,0,0,0,0,34,0,0,0,64,5,5,5,0,0,0,0
5,5,5,0,0,0,0,0,0,34,0,0,64,0,0,0,0,0,0,34,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,5,5,5,0,0,0,0
5,5,5,0,0,0,64,0,0,34,0,0,0,0,0,0,32,0,0,34,0,0,0,2,2,2,2,2,0,0,0,0,64,0,0,0,0,0,34,0,0,0,0,5,5,0,0,0,0,0
5,5,5,5,0,0,0,0,64,66,35,35,35,35,35,35,35,35,35,66,35,36,0,0,0,2,2,2,0,32,0,0,0,0,0,0,32,0,34,0,0,0,0,5,5,0,0,0,0,0
0,5,5,5,5,5,0,0,0,0,0,65,0,0,0,0,0,33,0,0,0,34,0,32,0,0,2,2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,5,5,5,0,0,0,0,0
0,0,32,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,32,34,0,0,32,0,2,2,0,0,0,0,0,0,0,68,35,35,67,0,0,0,5,5,5,0,0,0,0,33
0,0,0,0,5,5,5,5,5,5,5,5,0,64,0,0,0,0,0,0,0,34,0,0,0,0,2,2,0,33,0,0,0,0,0,34,0,0,0,0,0,0,5,5,5,0,0,0,0,0
0,0,0,0,65,0,5,5,5,5,5,5,5,5,0,0,0,32,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,68,35,67,0,0,0,0,0,0,5,5,5,0,0,0,0,0
0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,0,0,0,64,0,0,34,0,0,65,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,64
0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,66,35,35,35,35,35,35,35,35,35,35,35,67,0,0,0,0,0,0,0,5,5,5,0,0,0,0,32,0
0,0,0,0,0,0,0,0,0,0,0,64,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,36,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0
0,0,64,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,66,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0
0,0,0,0,0,32,64,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,33
0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0
0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0
0,0,0,0,0,0,5,5,5,5,5,5,33,0,0,0,0,0,0,5,5,5,5,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
0,0,0,0,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0
0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0
0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,33,0
0,0,5,5,5,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,5,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
